video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date
H6HLWqZ5hsw,eCharged,UCu_UzvjEe-gp4bHojMjiRBw,1577408601.0,Delhi EV Policy #eCharged,Delhi EV Policy 2019 EV Policy draft was presented in November 2018. The primary objective of Delhi EV Policy 2018 is to bring ...,,https://i.ytimg.com/vi/H6HLWqZ5hsw/hqdefault.jpg,2023-12-02 20:53:11.647045
M6kOm_j0ni4,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1568831401.0,"Electric Vehicles News 25 : KTM Electric Bike,TN EV Policy, Piaggo Electric Auto",Here is the latest EV news today - Electric Vehicles News 25 Today's EV News headlines: KTM Electric Bike TN EV Policy 2019 ...,,https://i.ytimg.com/vi/M6kOm_j0ni4/hqdefault.jpg,2023-12-02 20:53:11.647061
6OXfDWLXvwI,Sansad TV,UCISgnSNwqQ2i8lhCun3KtQg,1577484353.0,Policy Watch : Electric Vehicles in India,Anchor: Kriti Mishra.,,https://i.ytimg.com/vi/6OXfDWLXvwI/hqdefault.jpg,2023-12-02 20:53:11.647078
cXnVOg9pFzw,Zahid Hashmi ,UCftktO7VRDylvBdzuTgQxRg,1574888404.0,Pakistan&#39;s 1st EV Policy 2020 || Explained in detail || in Urdu/hindi,EVPolicyPakistan #ElectricCars #ElectricVehiclesPolicy #PakAutomobiles Pakistan's first Electric vehicles policy 2020 got ...,,https://i.ytimg.com/vi/cXnVOg9pFzw/hqdefault.jpg,2023-12-02 20:53:11.647094
R7DS4fIv6AU,Public News,UCElJZvY_RVra6qjD8WSQYog,1568048146.0,Pakistan first electric vehicle policy ready on PM Khan&#39;s instructions,Pakistan first electric vehicle police ready on Prime Minister Imran Khan's instructions. Pakistan's first step towards electric mobility ...,,https://i.ytimg.com/vi/R7DS4fIv6AU/hqdefault.jpg,2023-12-02 20:53:11.647111
N0dq-VL2x60,SINGH AUTO ZONE,UCVnLR-qs-iU_3qdJV9Wju6A,1572020732.0,Why EV policy fails in India ?//electric vehicle policy india// ev policy update.,"Welcome to SINGH AUTO ZONE, In this video i share latest update on electric vehicle policy in india , also share why electric car ...",,https://i.ytimg.com/vi/N0dq-VL2x60/hqdefault.jpg,2023-12-02 20:53:11.647127
C2WthU8zifI,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1571256004.0,"Electric Vehicles News 38: Reliance Charging Stations, MP EV Policy 2019, Ratan Tata Tork Motors",Electric vehicles News Today's EV news headlines Rathan Tata invests Tork Motors. 4 Giga ev battery units in India Belarus ...,,https://i.ytimg.com/vi/C2WthU8zifI/hqdefault.jpg,2023-12-02 20:53:11.647143
Z2fx_Or1-Ts,Abhishek Shukla,UCDK6MAFffmu5_bDIPPyBFJw,1564677000.0,Electric Vehicle Policy of Modi Govt,Modi govt has announced a lot of incentives and tax benefits and subsidies for electric vehicles. #EV #electricvehicle Investment ...,,https://i.ytimg.com/vi/Z2fx_Or1-Ts/hqdefault.jpg,2023-12-02 20:53:11.647159
N-yALPEpV4w,TEDx Talks,UCsT0YIqwnpJCM-mx7-gSA4Q,1546634528.0,Why renewables can’t save the planet | Michael Shellenberger | TEDxDanubia,Environmentalists have long promoted renewable energy sources like solar panels and wind farms to save the climate. But what ...,,https://i.ytimg.com/vi/N-yALPEpV4w/hqdefault.jpg,2023-12-02 20:53:11.647175
uAGnO1Ez51I,Tech Urdu.PK,UCC7KicGN_H23hYe0kK5JnhA,1573164315.0,Pakistan’s First Approved Electric Vehicle Policy,Pakistan's First Approved Electric Vehicle Policy Pakistanioo Aoo Mery Facebook Per Gup Lagain Facebook Group ...,,https://i.ytimg.com/vi/uAGnO1Ez51I/hqdefault.jpg,2023-12-02 20:53:11.647191
S_BZGCCyiIU,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1571739507.0,"Electric Vehicles News 41: Ather 450 Chennai, Flying Electric Cars, Chandigarh EV Policy 2019",Electric vehicles News Today's EV news headlines Ather energy starts delivery of Ater 450 in Chennai Chandigarh EV Policy ...,,https://i.ytimg.com/vi/S_BZGCCyiIU/hqdefault.jpg,2023-12-02 20:53:11.647207
O7zUc7xvn60,EV Telugu,UCK_XEK6GaKE1VHne_Jif92Q,1566649526.0,UP Govt. EV Manufacturing &amp; Mobility Policy 2019 | No Road Tax - EV Telugu,Uttar Pradesh Government Launches Electric Vehicles Policy 2024. UP Govt EV Policy full details ...,,https://i.ytimg.com/vi/O7zUc7xvn60/hqdefault.jpg,2023-12-02 20:53:11.647224
bGmz-Jt8uNA,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1567348201.0,"Electric Vehicles News 19: Tamil Nadu EV Policy, Tata Nexon EV Spied, MG ZS Electric Car India",Here is the latest EV news today - Electric Vehicles News 19 Today's EV News headlines: Tamil Nadu EV Policy in September ...,,https://i.ytimg.com/vi/bGmz-Jt8uNA/hqdefault.jpg,2023-12-02 20:53:11.647240
S40n7OrfSP0,Aadhan Tamil,UCwgqmM4JWKAhKzuhGbFIMTg,1568738393.0,தமிழ்நாடு மின்சார வாகன கொள்கையின் சிறப்பம்சங்கள் | Tamil Nadu Electric Vehicle Policy 2019,தமிழ்நாடு மின்சார வாகன கொள்கையின் சிறப்பம்சங்கள் | Tamil Nadu Electric Vehicle ...,,https://i.ytimg.com/vi/S40n7OrfSP0/hqdefault.jpg,2023-12-02 20:53:11.647256
EnXkvEJTEno,CNBC Awaaz.,UCQIycDaLsBpMKjOCeaKUYVg,1560837068.0,"Delhi Revises Electric Vehicle Policy, Free Electricity If You Install Charging Station","Delhi Revises Electric Vehicle Policy, Free Electricity If You Install Charging Station LIVE CNBC Awaaz | Live News Update Of ...",,https://i.ytimg.com/vi/EnXkvEJTEno/hqdefault.jpg,2023-12-02 20:53:11.647272
x0BFHqJPVmI,Muhammad Zubair,UCYypDNW96lKQ3rOe1b2fWRA,1573177344.0,Pakistan&#39;s Auto sector hits out at PTI govt&#39;s EV policy.,Pakistan's Auto sector hits out at PTI govt's EV policy. Cabinet approves electric vehicles policy to cut oil import bill. Pakistan ...,,https://i.ytimg.com/vi/x0BFHqJPVmI/hqdefault.jpg,2023-12-02 20:53:11.647289
ElFaW3gBrkg,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1555156645.0,Story of Electric Vehicles India in 3 Minutes | EV History India,Electric Vehicle industry in India in 3 Minutes. This video helps the users to understand the EV industry history and electric vehicle ...,,https://i.ytimg.com/vi/ElFaW3gBrkg/hqdefault.jpg,2023-12-02 20:53:11.647305
849fKUso3H4,V6 News Telugu,UCDCMjD1XIAsCZsYHNMGVcog,1564739372.0,Telangana Government Plan To Introduce Electric Vehicle Policy  | V6 News,Subscribe Youtube at http://goo.gl/t2pFrq Facebook : http://www.facebook.com/V6News.tv Visit our Website ...,,https://i.ytimg.com/vi/849fKUso3H4/hqdefault.jpg,2023-12-02 20:53:11.647322
PiiyMQyZo6g,Prudent Media Goa,UCJb1MeQClvGeSMeBSVLKnDQ,1569179606.0,‘VIBRANT’ ELECTRIC VEHICLE POLICY SOON: CABRAL_Prudent Media Goa,Government is all set to prepare Electric vehicle policy for Goa. Power Minister Nilesh Cabral has informed that government is ...,,https://i.ytimg.com/vi/PiiyMQyZo6g/hqdefault.jpg,2023-12-02 20:53:11.647345
0Or0r04WuG0,Sharazi Cars,UCKPdxfkgL98hJBlfNy8zxDA,1573324126.0,Auto Sector Comes Out to Oppose Government’s EV Policy,Auto Sector Comes Out to Oppose Government's EV Policy !!!!!!!!!! Facebook Page :- https://www.facebook.com/Sharaz1996/ My ...,,https://i.ytimg.com/vi/0Or0r04WuG0/hqdefault.jpg,2023-12-02 20:53:11.647362
0M9vIP_e29A,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1560529565.0,"Draft Bihar Electric Vehicle Policy 2019 - 8,000 Subsidy for SC/ST",Draft Bihar Electric Vehicle Policy 2019 - Bihar Government taking suggestions from Citizens of India to implement the final EV ...,,https://i.ytimg.com/vi/0M9vIP_e29A/hqdefault.jpg,2023-12-02 20:53:11.647378
UCgBs8unmNE,kimloseholidays,UCz29THxCKaQ4W_BWCKHeIgw,1576856334.0,EV Policy Plan Master,(ลงเก็บไว้เพื่อเป็น Port งาน),,https://i.ytimg.com/vi/UCgBs8unmNE/hqdefault.jpg,2023-12-02 20:53:11.647394
So4VvV1dNsE,SINGH AUTO ZONE,UCVnLR-qs-iU_3qdJV9Wju6A,1568909541.0,Tamil Nadu Electric Vehicle Policy 2019//E V news and update//electric vehicle development in india.,"Welcome to SINGH AUTO ZONE, in this video i share latest news and update on tamil nadu electric vehicle policy 2019, also ...",,https://i.ytimg.com/vi/So4VvV1dNsE/hqdefault.jpg,2023-12-02 20:53:11.647410
cBw4ETB8CC0,EV Hindi,UCz6D-pXhywmdCOayYsx5WGQ,1577699169.0,"Delhi EV Policy 2019- No Registration, No Road Tax, Incentives For 2/3/4 Wheeler | EV Hindi",दिल्ली सरकार ने राज्य में एलेक्ट्रिक वेहिकल्स पॉलिसी 2019 की गोशना ...,,https://i.ytimg.com/vi/cBw4ETB8CC0/hqdefault.jpg,2023-12-02 20:53:11.647427
BV5FB5O0a8E,SINGH AUTO ZONE,UCVnLR-qs-iU_3qdJV9Wju6A,1577344872.0,New Delhi Electric Vehicle Policy update//India ev policy update//ev policy india.,"Welcome to SINGH AUTO ZONE, in this video i share latest update on electric vehicle policy by new delhi govt. Main point of this ...",,https://i.ytimg.com/vi/BV5FB5O0a8E/hqdefault.jpg,2023-12-02 20:53:11.647443
JYyMBFB39Jo,Center for Strategic & International Studies,UCr5jq6MC_VCe1c5ciIZtk_w,1575942351.0,Electric Vehicles: The Future of Development and Deployment,CSIS is pleased to convene this panel to discuss strategies and policies to develop and deploy EVs. Aleksandra O'Donovan will ...,,https://i.ytimg.com/vi/JYyMBFB39Jo/hqdefault.jpg,2023-12-02 20:53:11.647459
Hkz-O_R1f3Y,Sansad TV,UCISgnSNwqQ2i8lhCun3KtQg,1552160543.0,Arthniti | अर्थनीति | Electric Vehicles Policy,"Episode - 09 Guests: SP Singh, Senior Fellow, Indian Foundation of Transport Research and Training Abhishek Saxena, Team ...",,https://i.ytimg.com/vi/Hkz-O_R1f3Y/hqdefault.jpg,2023-12-02 20:53:11.647476
Pso_8r7a-vM,Supergen Energy Networks Hub,UCRauD2D8DxPke8EGPszNorA,1575305165.0,Meet ISO 15118. Dr Marc Mültin. Open Communication Protocols for Electric Vehicles Smart Charging,"Hosted by Newcastle University in conjunction with The Alan Turing Institute, CESI and Supergen Energy Networks, the Smart ...",,https://i.ytimg.com/vi/Pso_8r7a-vM/hqdefault.jpg,2023-12-02 20:53:11.647493
5fIMVd6JWO4,Clash of News,UCl5Eb7FCeBX1OyFK3hR93Cw,1564252436.0,Officials give contradictory statements: Rajiv Bajaj on EV policy,Bajaj Auto MD Rajiv Bajaj has said there has been a lot of 'flip-flopping' in the last two years as far as government's policy on ...,,https://i.ytimg.com/vi/5fIMVd6JWO4/hqdefault.jpg,2023-12-02 20:53:11.647509
qbK9duyPNrU,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1568728410.0,"Tamil Nadu Electric Vehicles Policy 2019 -  Rs 50,000 Crores on EVs",Tamil Nadu EV policy 2019 full details. Tn government announced its ev policy 2019 with incentives and tax exemptions. TN EV ...,,https://i.ytimg.com/vi/qbK9duyPNrU/hqdefault.jpg,2023-12-02 20:53:11.647525
7FtnTl6RPvI,Aam Aadmi Party,UCguJ7EOi-qn4ygQW4TFeS2A,1577117883.0,Delhi Goes Electric | CM Arvind Kejriwal releasing Electric Vehicle Policy,Delhi Goes Electric | CM Arvind Kejriwal releasing Electric Vehicle Policy. The New Arvind Kejriwal App Launched | Download AK ...,,https://i.ytimg.com/vi/7FtnTl6RPvI/hqdefault.jpg,2023-12-02 20:53:11.647541
kPmnAjyZTnM,ANI News,UCtFQDgA8J8_iiwc5-KoAQlg,1564070674.0,"Nitish Kumar rides Bihar’s first electric car, subsidy announced on e-vehicles","Patna (Bihar), Jul 24 (ANI): To encourage adoption of electronic vehicles in the state, Bihar Chief Minister Nitish Kumar today ...",,https://i.ytimg.com/vi/kPmnAjyZTnM/hqdefault.jpg,2023-12-02 20:53:11.647557
HIdKMo6Ivec,SINGH AUTO ZONE,UCVnLR-qs-iU_3qdJV9Wju6A,1550679880.0,compare china ev policy with india ev policy/china ev policy.,"Welcome to singh auto zone, in this video i compare china ev policy with india ev policy.also share china ev policy.",,https://i.ytimg.com/vi/HIdKMo6Ivec/hqdefault.jpg,2023-12-02 20:53:11.647573
CM0F9iccyls,Daily Info,UCywVKKtMNMY2fJW6fg_vsIA,1573152429.0,Pakistan’s First Ever Approved Electric Vehicle Policy,Pakistan's First Ever Approved Electric Vehicle Policy Pakistan's First Ever Approved Electric Vehicle Policy Pakistan's First Ever ...,,https://i.ytimg.com/vi/CM0F9iccyls/hqdefault.jpg,2023-12-02 20:53:11.647589
LWLT9_dYvzw,Ford Motor Company,UCKA96UxTdgFBwGZMGZ-135w,1567692000.0,EV Myths Busted: Fun to Drive | Electric Vehicles | Ford,Who says electric vehicles aren't fun to drive? Watch as Ford Performance uses a 3D simulator to create the experience of what ...,,https://i.ytimg.com/vi/LWLT9_dYvzw/hqdefault.jpg,2023-12-02 20:53:11.647605
yoxbaBfT5rA,Expert Opinion,UCrvNpGkWSpFg4AwsCLp6ItA,1574010277.0,Electric Vehicle policy 2020 Pakistan,More at https://www.expertopinoin.com/electric-vehicle-policy/ Prime Minister Imran Khan has special interest in green and ...,,https://i.ytimg.com/vi/yoxbaBfT5rA/hqdefault.jpg,2023-12-02 20:53:11.647622
mwpUFrrLh0I,SINGH AUTO ZONE,UCVnLR-qs-iU_3qdJV9Wju6A,1571933935.0,Electric vehicle policy update/tesla model 3 made in china/toyota confirm EV launch in india/ev news,"Welcome to new episode of SINGH AUTO ZONE, in this video i share Top 3 latest news and updates on electric vehicle ...",,https://i.ytimg.com/vi/mwpUFrrLh0I/hqdefault.jpg,2023-12-02 20:53:11.647638
9IngBHuwBoM,CBC News: The National,UCKjU3KzdbJE1EFcHVqXC3_g,1575935959.0,"EV road trip take 2: Newer car, better battery",David Common gives the electric vehicle road trip another go after lots of feedback on his last story. Watch that one here: ...,,https://i.ytimg.com/vi/9IngBHuwBoM/hqdefault.jpg,2023-12-02 20:53:11.647655
_hsn7_96EHo,EVdirect,UCsTRzgtF-7jL-OhiVZp82Sg,1548303119.0,EV Charging In Condos,,,https://i.ytimg.com/vi/_hsn7_96EHo/hqdefault.jpg,2023-12-02 20:53:11.647671
s2hmmrSz6PI,92 News HD,UCsgC5cbz3DE2Shh34gNKiog,1568077499.0,Pakistan&#39;s first electric vehicle policy has been developed | 10 September 2019 | 92NewsHD,"Pakistan's first electric vehicle policy has been developed #92NewsHD Live, Pakistan's first HD Plus news channel brings you the ...",,https://i.ytimg.com/vi/s2hmmrSz6PI/hqdefault.jpg,2023-12-02 20:53:11.647686
wkFa78zOBck,Sharazi Cars,UCKPdxfkgL98hJBlfNy8zxDA,1573153215.0,😎Electric Cars in Pakistan | Pakistan’s First EV (Electric Cars ) Policy Approved 2019,Electric Cars in Pakistan | Pakistan's First EV (Electric Cars ) Policy Approved 2019 !!!!!!!!!!! #Electric_Car_in_Pakistan Facebook ...,,https://i.ytimg.com/vi/wkFa78zOBck/hqdefault.jpg,2023-12-02 20:53:12.364861
U-oBsJgsmD4,Global News,UChLtXXpo4Ge1ReTEboVvTDg,1567692008.0,Why people don&#39;t buy electric cars...yet,"The list of benefits of electric vehicles (EVs) is endless; they're quiet, cheaper over the long term and better for the environment.",,https://i.ytimg.com/vi/U-oBsJgsmD4/hqdefault.jpg,2023-12-02 20:53:12.364884
ezmrgC0l7Z8,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1568918390.0,"Electric Vehicles News 26: Tata Ziptron EV Tech, EV Expo Pune, Bengaluru EV Startup, HP EV Policy",Today's EV News headlines: Tata Motors launches Ziptron Electric vehicle technology Pune EV Expo 2019 Himachal Pradesh EV ...,,https://i.ytimg.com/vi/ezmrgC0l7Z8/hqdefault.jpg,2023-12-02 20:53:12.364902
0RTolMoUBNc,Florence School of Regulation,UCA3tS_QkdYTh3HFvcmVf-pg,1576082643.0,Online Talk: Charging up India’s Electric Vehicles,FSR Online Talk with Pradyumna Bhagwat and Samson Hadush The rapid growth in EV uptake required to reach India's policy ...,,https://i.ytimg.com/vi/0RTolMoUBNc/hqdefault.jpg,2023-12-02 20:53:12.364927
zK38KXkStSw,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1570199858.0,The Oldest Electric Cars in India - EV History Revealed,This video helps to know about the history of the oldest electric cars in India. When the first electric car was launched in India and ...,,https://i.ytimg.com/vi/zK38KXkStSw/hqdefault.jpg,2023-12-02 20:53:12.364944
pe9KnHBXkw4,RNZ,UCp4OXwfZE1SaCQ4jRAuaoXQ,1563851939.0,NZ firefighters prepare for electric vehicle dangers,They're described as the fires that 'just don't go out'. Firefighters are learning it takes nearly ten times more water to put out an ...,,https://i.ytimg.com/vi/pe9KnHBXkw4/hqdefault.jpg,2023-12-02 20:53:12.364961
r1MoXS1-WXw,Daniel Hilson,UC9PiUUNZj8EGtBZtJW8ASjg,1565620598.0,Lessons from local governments leading the EV transition,"Leading councils from NSW, VIC, and SA share their experiences on electric vehicle fleets and public charging infrastructure.",,https://i.ytimg.com/vi/r1MoXS1-WXw/hqdefault.jpg,2023-12-02 20:53:12.364979
sfgk2CBtrP0,Shafqat Hussain,UCyDBiEN27GsYo1Qacwolqlg,1573218269.0,National Electric Vehicle Policy of Pakistan: All you need to know: پاکستان الیکٹرک وہیکل پالیسی,"Pakistan Government has launched the National Electric Vehicle Policy. Which will help Pakistan in Transportation, ...",,https://i.ytimg.com/vi/sfgk2CBtrP0/hqdefault.jpg,2023-12-02 20:53:12.364996
XlJvWJiK76Y,Karrenn TV,UCY1mP3HdQdc1YowFtsbw2Rg,1558533183.0,EV Questions: Will a flooded road effect an electric car?,Don't forget to subscribe for the latest local reviews and tips in Lebanon's automotive scene. Stay connected with us: ...,,https://i.ytimg.com/vi/XlJvWJiK76Y/hqdefault.jpg,2023-12-02 20:53:12.365012
lCWoOn2z7mY,Trend in Pakistan,UCXRUSyKAbrrZIpT2LNdkG5w,1568127508.0,Electric Vehicle Policy of Pakistan | ELECTRIC VEHICLE PAKISTAN,Thumps up if you like the video.support us by subscribing to our channel THIS VIDEO IS FOR EDUCATIONAL PURPOSE.,,https://i.ytimg.com/vi/lCWoOn2z7mY/hqdefault.jpg,2023-12-02 20:53:12.365028
nuqvQXbOkb4,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1563549960.0,MORTH Advises Indian State Govts for Reduce EV Road Tax,"Age of 16-18 in India can use electric scooters. Ministry of Road Transport and Highways, MORTH advice all the state ...",,https://i.ytimg.com/vi/nuqvQXbOkb4/hqdefault.jpg,2023-12-02 20:53:12.365045
8NvbPXY59U0,BQ Prime,UC3uJIdRFTGgLWrUziaHbzrg,1568900672.0,"An Affordable EV Is At Least Five Years Away, Says India’s Electric Car Pioneer","Chetan Maini, who gave India its first electric car Reva, thinks an affordable electric vehicle is a few years away.",,https://i.ytimg.com/vi/8NvbPXY59U0/hqdefault.jpg,2023-12-02 20:53:12.365067
Ah0ftkBEofE,Media Talk,UCbH8f8aEQAXek97qKUIBbgg,1573046193.0,"Electric Vehicle Policy to Open New Vistas of Business, Employment in Country: Amin Aslam","ISLAMABAD, Nov 5 :Adviser to Prime Minister on Climate Change Malik Amin Aslam Tuesday said the federal cabinet had ...",,https://i.ytimg.com/vi/Ah0ftkBEofE/hqdefault.jpg,2023-12-02 20:53:12.365084
UdF-tisBsmw,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1566924439.0,"Electric Vehicles News 16: EVs in Olympics, Tamil Nadu First Electric Bus, Hyundai e-Scooter",Here is the latest EV news today - Electric Vehicles News 16 To know the latest information about Electric vehicles Visit ...,,https://i.ytimg.com/vi/UdF-tisBsmw/hqdefault.jpg,2023-12-02 20:53:12.365101
Lnrk-mz7_vU,EVME: Driving Electric Vehicles,UCLeul3ibHehU7DazbTgNa2g,1566842587.0,Why the Growth of EV&#39;s is slow in South Africa,"We look at the most important aspect for increasing sales of EVs in any country, and how the sales of EV's in South Africa could ...",,https://i.ytimg.com/vi/Lnrk-mz7_vU/hqdefault.jpg,2023-12-02 20:53:12.365118
73pwcd8KobA,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1564684660.0,"Electric Vehicles News 8 - EV Copper Demand, Penalty For AutoMakers, EESL Lease Electric Taxis",Here is the latest EV news today - Electric Vehicles News 8 To know the latest information about Electric vehicles Visit ...,,https://i.ytimg.com/vi/73pwcd8KobA/hqdefault.jpg,2023-12-02 20:53:12.365140
qtqhiEFQLm4,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1566409349.0,"Electric Vehicles News 13: Tirupati e-Bus, Emflux New Bike, Laptop Charge EV",Here is the latest EV news today - Electric Vehicles News 13 To know the latest information about Electric vehicles Visit ...,,https://i.ytimg.com/vi/qtqhiEFQLm4/hqdefault.jpg,2023-12-02 20:53:12.365156
wrEiV5FD1Fo,GreenBiz,UCwW3o41UIXmx5sBWJwZfEwg,1573683797.0,Black &amp; Veatch&#39;s Maryline Daviaud Lewett on EV infrastructure and policy,"The conversation around and transition to electric vehicles has been happening for nearly a decade and in that time, the industry ...",,https://i.ytimg.com/vi/wrEiV5FD1Fo/hqdefault.jpg,2023-12-02 20:53:12.365173
kpIel6c5yYQ,Bruegel,UCDkNT77ZIUwhoP7wZwedJWQ,1550002697.0,Is the European automotive industry ready for the global electric vehicle revolution?,"The automotive sector is currently at the centre of a global transformation, driven by four key trends: electrification, autonomous ...",,https://i.ytimg.com/vi/kpIel6c5yYQ/hqdefault.jpg,2023-12-02 20:53:12.365189
qsdvgm90rmQ,SINGH AUTO ZONE,UCVnLR-qs-iU_3qdJV9Wju6A,1564228159.0,Electric vehicle charging infra developed by govt. of India//ev infrastructure update.,"Welcome to SINGH AUTO ZONE, in this video i share Electric vehicle charging infra developed by govt. of India,also share details ...",,https://i.ytimg.com/vi/qsdvgm90rmQ/hqdefault.jpg,2023-12-02 20:53:12.365205
inlj8Aq5ro4,KGUN9,UC-f-EC3-yv-_Ok-m5Dd5akw,1552677462.0,Consumer Reports: Truth about extended vehicle warranties,"Car buyers crave reliability. But even a trustworthy brand isn't always enough. Some people want extra protection, from an ...",,https://i.ytimg.com/vi/inlj8Aq5ro4/hqdefault.jpg,2023-12-02 20:53:12.365221
qlqe4AA7ALA,HyundaiUSA,UCx_eAZKDceT1yaY4bRo636A,1570049995.0,High Beam Assist Explained | Hyundai,Model shown in video is for demonstration purposes only. Availability and functionality on your vehicle may vary. Want to know ...,,https://i.ytimg.com/vi/qlqe4AA7ALA/hqdefault.jpg,2023-12-02 20:53:12.365238
5FAsadUM26I,Nissan,UCIpK0Bh0wFnC-QqgJs6hx5w,1547013774.0,Nissan Energy Share turns an EV into a mobile energy storage device,The batteries in an electric car can do more than just power the vehicle; they can also serve as mobile energy storage devices.,,https://i.ytimg.com/vi/5FAsadUM26I/hqdefault.jpg,2023-12-02 20:53:12.365254
E8iXaBiGCgY,XPENG,UCDw84qg11Stw6RgH7JkG6xQ,1560411988.0,Subsidy cuts are good for the EV industry  ｜ Xpeng Motors,"How will recent policy changes affect the auto market in China? Brian Gu, Vice Chair & President of #Xpeng Motors, talks to ...",,https://i.ytimg.com/vi/E8iXaBiGCgY/hqdefault.jpg,2023-12-02 20:53:12.365271
rIakrvqIl-k,Center on Global Energy Policy,UC5vAhRqHufSZNB9coZG5t6Q,1555035749.0,Columbia Global Energy Summit 1 of 11 -- The Future of Electric Vehicles,"On Wednesday, April 10, 2019, the Center on Global Energy Policy hosts its 6th annual Columbia Global Energy Summit.",,https://i.ytimg.com/vi/rIakrvqIl-k/hqdefault.jpg,2023-12-02 20:53:12.365287
