video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date
_pHI5-mF2Ck,Beebom,UCvpfclapgcuJo0M_x65pfRw,1683992280.0,Good News for EV Buyers!,"If you have plans of buying an EV in the future, there's some great news for you. I ndia recently found a 5.9 million tonnes of lithium ...",,https://i.ytimg.com/vi/_pHI5-mF2Ck/hqdefault.jpg,2023-12-02 21:03:14.959175
5BNF2dHSwns,Rakesh Bansal,UC6HlGuJZ0_M_rSgm0hoRhDQ,1698161409.0,Delhi की EV Policy से किसको फायदा ? I A Big Game-Changer For This Stock I Rakesh Bansal,I have shared a company which is likely to benefit from Delhi's new EV policy. Must watch #big #gamechanger #stock ...,,https://i.ytimg.com/vi/5BNF2dHSwns/hqdefault.jpg,2023-12-02 21:03:14.959209
Jv-8SMSgtwU,StudyIQ IAS,UCrC8mOqJQpoB7NuIMKIS6rQ,1673867709.0,Electric Vehicles industry ends 2022 with one million unit sales | FAME | UPSC,Electric Vehicles industry ends 2022 with one million unit sales | FAME | UPSC UPSC IAS (Pre + Mains) LIVE Foundation 2024 ...,,https://i.ytimg.com/vi/Jv-8SMSgtwU/hqdefault.jpg,2023-12-02 21:03:14.959243
tS9los8DvJk,CNBC-TV18,UCmRbHAgG2k2vDUvb3xsEunQ,1697723783.0,IGL Slumps Following ICICI Securities&#39; Warning About Delhi Govt&#39;s EV Policy Impact On The Company,On CNBC-TV18 | @IGLSocial under pressure after ICICI Securities says Delhi Govt's EV Policy will be prima facie a material ...,,https://i.ytimg.com/vi/tS9los8DvJk/hqdefault.jpg,2023-12-02 21:03:14.959277
gGt_1F5rQbQ,CNBC-TV18,UCmRbHAgG2k2vDUvb3xsEunQ,1697808990.0,IGL Tanks On Delhi EV Policy Draft | CNBC TV18,Jefferies India downgraded Indraprastha Gas Ltd (IGL) to 'hold' from 'buy' and lowered its target price after the Delhi government ...,,https://i.ytimg.com/vi/gGt_1F5rQbQ/hqdefault.jpg,2023-12-02 21:03:14.959311
ebjxhxeBHa8,Vetrii IAS Study Circle,UCov_xlhFxC790TvjHm_K2jg,1690904238.0,TN electric vehicle policy 2023 | TNPSC #vetriias #youtube #shorts #tnpscnotes #youtubeshorts,TN electric vehicle policy 2023 |Current Affairs |TNPSC| Mr.Silambarasan.k (faculty) #Vetriias #upsc #indiannews #tnpscnotes ...,,https://i.ytimg.com/vi/ebjxhxeBHa8/hqdefault.jpg,2023-12-02 21:03:14.959346
o-FN8g9EZF8,INDIA LEGAL,UCDmvMoDw58liBt_oLjPEBgw,1690137025.0,New EV Policy In Delhi | India Legal,"The Delhi EV Policy is one of the better policies among those announced around the world, targeted to curb air pollution. We also ...",,https://i.ytimg.com/vi/o-FN8g9EZF8/hqdefault.jpg,2023-12-02 21:03:14.959380
mVEbGM7l-zA,Power Talks,UC0UYvzWiM_xM8AZfIwQr6fA,1694457017.0,New Ev Policy: Good News 😍 For Electric Vehicle Lovers | Electric Vehicle,New Ev Policy: Good News For Electric Vehicle Lovers | Electric Vehicle | Ola Electric Scooter | Best Electric Scooter | Electric ...,,https://i.ytimg.com/vi/mVEbGM7l-zA/hqdefault.jpg,2023-12-02 21:03:14.959415
UHw6-Mxaly4,Wagen Tales,UCqV1ZTLpEuITif_6SBXX3iw,1686851332.0,Chandigarh EV policy 🔥🔥 #shortsfeed #wagentales #shorts #short #trending #viral #ev,,,https://i.ytimg.com/vi/UHw6-Mxaly4/hqdefault.jpg,2023-12-02 21:03:14.959465
6PYgFk58vwQ,Diwakar Roy,UCptXr0Y8Ik2OPoy-xlxHs5w,1696303800.0,Delhi EV Policy 2.0: Is SUBSIDY Still Continue????,अगर आप future में electric scooter लेने वाले हैं तो आपको ये video decision लेने में help ...,,https://i.ytimg.com/vi/6PYgFk58vwQ/hqdefault.jpg,2023-12-02 21:03:14.959502
CCiCRRetmyY,Abhi and Niyu,UCsDTy8jvHcwMvSZf_JGi-FA,1677092409.0,HUGE Lithium reserves found in INDIA | India&#39;s ELECTRIC FUTURE| Abhi and Niyu,India has found 5.9 Million Tonnes of Lithium in Jammu and Kashmir region. This is a great discovery and India can use this to be ...,,https://i.ytimg.com/vi/CCiCRRetmyY/hqdefault.jpg,2023-12-02 21:03:14.959553
tBmb_8O8dEw,Electric Vehicles India,UC_ebLnatS9Fje8LhydkCqOg,1675708229.0,Union Budget 2023 Electric Vehicles Special | Electric Vehicles India,Union Budget 2023 Electric Vehicles Special | Electric Vehicles India Union budget 2023 has been revealed and the govt has ...,,https://i.ytimg.com/vi/tBmb_8O8dEw/hqdefault.jpg,2023-12-02 21:03:14.959660
er233rSaas0,MotorOctane,UCSXOsOIzeJqJb4h0QlimDww,1683396034.0,Electric Car maintenance will SHOCK you,Car Consultancy Form: https://motoroctane.com/car-consultancy OWNER'S Car Review Want us to review your car/bike?,,https://i.ytimg.com/vi/er233rSaas0/hqdefault.jpg,2023-12-02 21:03:14.959747
tUeK_87mimw,Forbes Breaking News,UCg40OxZ1GYh3u3jBntB6DLg,1695060039.0,"&#39;I Was Appalled&#39;: Debbie Lesko Rips Biden&#39;s EV Policy, Claims It &#39;Does Nothing To Benefit Americans&#39;","During remarks on the House floor Thursday, Rep. Debbie Lesko (R-AZ) spoke about Biden's EV mandates. Fuel your success ...",,https://i.ytimg.com/vi/tUeK_87mimw/hqdefault.jpg,2023-12-02 21:03:14.959792
O77tmzAZGjE,AutoInfo,UCI_oGmcfLpRDbyrUKEL1l8A,1694541622.0,Government New Policy 2023 for Electric Vehicles | electric vehicles in India,"Government New Policy 2023 for Electric Vehicles | electric vehicles in India Welcome to our channel! In this video, we dive deep ...",,https://i.ytimg.com/vi/O77tmzAZGjE/hqdefault.jpg,2023-12-02 21:03:14.959851
YSitHLDdN2w,DramaPur,UCAMRsZ1BPdoxDnrseG0n2kA,1697995814.0,Delhi EV Policy Big Update | Delhi Electric Vehicle Policy Update | Delhi New EV Policy #evpolicy,In this video I have talked about the recent decision taken by the government of Delhi regarding the Delhi ev policy. The govt. has ...,,https://i.ytimg.com/vi/YSitHLDdN2w/hqdefault.jpg,2023-12-02 21:03:14.959888
lwvo9m1Rvmg,Auto Wiser,UCqo1vSJWhYob_dF1T0gGjmQ,1678108846.0,UP EV Policy 2022 – 2025 | Uttar Pradesh EV Subsidy Details,Namskar dosto aaj ki is video mein humne uttar pardesh mein milne wali electric vehicle ki subsidy ke bare mein bataya hai joki ...,,https://i.ytimg.com/vi/lwvo9m1Rvmg/hqdefault.jpg,2023-12-02 21:03:14.959924
dy8URn94--s,Australian Community Media,UCKSHk9fZK-vVdzSzPzriTdw,1697784512.0,High Court strikes down controversial Victorian EV tax,Victorian electric vehicle owners have won a High Court challenge against a state tax which saw them slugged about two cents ...,,https://i.ytimg.com/vi/dy8URn94--s/hqdefault.jpg,2023-12-02 21:03:14.959959
QH9fpyj9vpY,GBNews,UC0vn8ISa4LKMunLbzaXLnOQ,1682271515.0,Electric cars set to cost UK &#39;£30 BILLION&#39; with 2030 target argues Mike Parry,electriccar #driving #uknews #electricars Mike Parry and Stuart Masson debate electric cars as new figures state that purchasing ...,,https://i.ytimg.com/vi/QH9fpyj9vpY/hqdefault.jpg,2023-12-02 21:03:14.959993
Rd1RUL-9PVo,Car Updates Global,UCG_42lshu52DQ6hIbG1OOXw,1680410074.0,2023-2024 Centralised Electric Vehicle (EV) policy by Australian Government - Zero Effect Policy,In this video the new Zero Effect policy introduced by the Australian Federal Government is discussed along with the incentives ...,,https://i.ytimg.com/vi/Rd1RUL-9PVo/hqdefault.jpg,2023-12-02 21:03:14.960036
MJqwgA53NPk,Stock Market का Commando,UChneGqGy_lmvfcR1v_avL6g,1697823302.0,11% MEGA CRASH😭 एक फैसले से गेम बदला 🔴 BREAKING NEWS🔴 Delhi EV Policy 2.0🔴 IGL Share🔴 MGL Share🔴SMKC,FREE Stock Market Classes : @STOCKMARKETCLASSES https://www.youtube.com/channel/UCY3c... Three 3 Best Penny ...,,https://i.ytimg.com/vi/MJqwgA53NPk/hqdefault.jpg,2023-12-02 21:03:14.960071
CFibm96jz5g,DW News,UCknLrEdhRCp1aegoMqRaCZg,1693871100.0,Should Germany be worried about China&#39;s EV expansion? | DW News,Chinese e-vehicle makers flock to the mobility show in Munich with high confidence and even higher production volumes.,,https://i.ytimg.com/vi/CFibm96jz5g/hqdefault.jpg,2023-12-02 21:03:14.960105
wc01XqaCfTY,Zee Business,UCkXopQ3ubd-rnXnStZqCl2w,1697789818.0,Indraprastha Gas fell 12% in two days on Delhi electric vehicle policy draft | IGL Share,Indraprastha Gas में बड़ी गिरावट ! Indraprastha Gas पर Jefferies की रिपोर्ट - क्यों IGL को ...,,https://i.ytimg.com/vi/wc01XqaCfTY/hqdefault.jpg,2023-12-02 21:03:14.960139
-BfKIUDjj7g,Channel 4 News,UCTrQ7HXWRRxr7OsOtodr2_w,1695251591.0,How the car industry adapted to UK’s changing climate policies,One of the targets being delayed by Rishi Sunak is the ban on petrol and diesel cars. That will now start in 2035 rather than 2030.,,https://i.ytimg.com/vi/-BfKIUDjj7g/hqdefault.jpg,2023-12-02 21:03:14.960173
E-t203jFvpU,Backstage with Millionaires,UCnpekFV93kB1O0rVqEKSumg,1684854240.0,EV Two-Wheelers Are Getting Costly 😮,EV Two-Wheelers Are Getting Costly The government is cutting the FAME II subsidy it used to provide to buy electric ...,,https://i.ytimg.com/vi/E-t203jFvpU/hqdefault.jpg,2023-12-02 21:03:14.960207
Cf_u2SuCg8U,Arvind Kejriwal Reels,UCBEDuz72KrDf7FTGw2vbi9w,1687892334.0,Modi Govt के Niti Aayog भी Kejriwal की EV Policy का मुरीद है | Arvind Kejriwal Reels | #evrevolution,Modi Govt के Niti Aayog भी Kejriwal की EV Policy का मुरीद है | Arvind Kejriwal Reels | #evrevolution.,,https://i.ytimg.com/vi/Cf_u2SuCg8U/hqdefault.jpg,2023-12-02 21:03:14.960240
BOKXFaJ1vVo,BQ Prime,UC3uJIdRFTGgLWrUziaHbzrg,1697803918.0,Indraprastha Gas Shares Drop As Jefferies Cuts Target After Delhi EV Policy | BQ Prime,Jefferies downgrades #IndraprasthaGas on increasing risk of #EV policy adoption by transportation service providers in Delhi.,,https://i.ytimg.com/vi/BOKXFaJ1vVo/hqdefault.jpg,2023-12-02 21:03:14.960274
9c5UQSPG_rc,CNBC-TV18,UCmRbHAgG2k2vDUvb3xsEunQ,1697815466.0,Aim Is To Target CVs To Reduce Pollution; No Plan To Disrupt CNG Infra: Delhi Transport Minister,"Delhi EV Policy | Beyond 2030 all vehicles have to be #electric, says Delhi Transport Minister, Kailash Gahlot. Adds that the aim is ...",,https://i.ytimg.com/vi/9c5UQSPG_rc/hqdefault.jpg,2023-12-02 21:03:14.960308
5CwlMsbRDU0,ABC News (Australia),UCVgO39Bk5sMo66-6o6Spn6Q,1681914923.0,The strategy to put more electric vehicles on Australian roads | ABC News,The Australian federal government has released its first electric vehicle strategy and outlined how it plans to remove barriers to ...,,https://i.ytimg.com/vi/5CwlMsbRDU0/hqdefault.jpg,2023-12-02 21:03:14.960341
pKd1HGxkFOk,DramaPur,UCAMRsZ1BPdoxDnrseG0n2kA,1684337599.0,New EV Policy Delhi | Delhi New Electric Vehicles Policy Is Going To Be Launched | #evpolicy,In this video I have given information regarding the ev policy of delhi. The existing ev policy of delhi is going to be expired soon in ...,,https://i.ytimg.com/vi/pKd1HGxkFOk/hqdefault.jpg,2023-12-02 21:03:14.960374
CaKJgUdhdPM,U.S. Energy Association,UCOrHXTuuwTEpjUxLjHq_Sxg,1698877398.0,USEA Power Sector Podcast Episode 1: Grid Modernization &amp; EV Policy Trends,"In episode 1 of the USEA Power Sector Podcast, Autumn Proudlove, Associate Director for Policy and Markets with the North ...",,https://i.ytimg.com/vi/CaKJgUdhdPM/hqdefault.jpg,2023-12-02 21:03:14.960406
BmNmO-OHZYo,EVolutionary,UC2evjJb83cEfsSBH_Uk32Lw,1685463600.0,Tamilnadu Electric Vehicle Policy 2023 -  Part 1| Charging Infrastructure| Policy benefits.,Welcome to EVolutionary forum - Knowledge sharing platform. Tamilnadu Electric Vehicles Policy 2023 - Get ready to embark on ...,,https://i.ytimg.com/vi/BmNmO-OHZYo/hqdefault.jpg,2023-12-02 21:03:14.960461
04rvKCoZWLM,Asianometry,UC1LpsuAUaKoMzzJSEt5WImw,1682910000.0,The Coming Chinese EV Export Boom,Links: - The Asianometry Newsletter: https://asianometry.com - Patreon: https://www.patreon.com/Asianometry - Twitter: ...,,https://i.ytimg.com/vi/04rvKCoZWLM/hqdefault.jpg,2023-12-02 21:03:14.960515
_nXSfn8DWZc,SACH KAHOON,UCOcEoUWkETVpZIzmQPVlpfg,1697637293.0,Petrol Diesel वाहनों चालकों की बढ़ी मुसीबत। Haryana |  Chandigarh | Electric Vehicle Policy | Protest,Petrol Diesel वाहनों चालकों की बढ़ी मुसीबत। Haryana | Chandigarh | Electric Vehicle Policy | Protest ...,,https://i.ytimg.com/vi/_nXSfn8DWZc/hqdefault.jpg,2023-12-02 21:03:14.960567
-mwfZt_28t4,CNBC-TV18,UCmRbHAgG2k2vDUvb3xsEunQ,1697790186.0,Jefferies Downgrades IGL To Hold Whereas Citi Issues Buy Rating On The Stock | CNBC TV18,Bulls Vs Bears | Jefferies downgrades IGL to hold rating and cuts target price to Rs 465 from Rs 565/share whereas Citi issues ...,,https://i.ytimg.com/vi/-mwfZt_28t4/hqdefault.jpg,2023-12-02 21:03:14.960602
Jc5yfkJUD9U,Study insight,UC7oeFutCTWQnF25lsooUiXQ,1674649294.0,Electric Vehicle Policy of Assam 2021 || Assam Current Affairs || Study insight,Electric Vehicle Policy of Assam 2021 Assam Electric Vehicle Policy 2021 Assam Current Affairs Books/Study Materials ...,,https://i.ytimg.com/vi/Jc5yfkJUD9U/hqdefault.jpg,2023-12-02 21:03:14.960636
FvkokEcY3SA,MotorOctane,UCSXOsOIzeJqJb4h0QlimDww,1682532008.0,Electric car mein RANGE ki चिंता गायब,Car Consultancy Form: https://motoroctane.com/car-consultancy OWNER'S Car Review Want us to review your car/bike?,,https://i.ytimg.com/vi/FvkokEcY3SA/hqdefault.jpg,2023-12-02 21:03:14.960669
KlqQMg8QF8c,Forbes Breaking News,UCg40OxZ1GYh3u3jBntB6DLg,1689893185.0,"BREAKING NEWS: Trump Goes Off On Biden Electric Vehicle Goals, Unveils Plan To &#39;Save&#39; Auto Industry","In a video released to social media, former President Trump revealed his plan to ""save"" the auto industry and slammed President ...",,https://i.ytimg.com/vi/KlqQMg8QF8c/hqdefault.jpg,2023-12-02 21:03:14.960702
_L3smK7QOqs,EBTC India,UCayZUenOtyWehZZ_qFQN95A,1677599233.0,Brief: Tamil Nadu EV Policy,"TamilNadu is India's largest #automotive #manufacturing hub. Over 15 OEMs which include #BMW, #Hyundai, #Mahindra and ...",,https://i.ytimg.com/vi/_L3smK7QOqs/hqdefault.jpg,2023-12-02 21:03:14.960736
HF6chXdxxks,ALLEN IAS,UC4pZXb6geLCCvoGB9VaIUAQ,1687541412.0,Electric Vehicle Policy of India | UPSC | ALLEN IAS | By Soumitro Chwdhury Sir @ALLENIASofficial,Electric Vehicle Policy of India | UPSC | ALLEN IAS | By Soumitro Chwdhury Sir @ALLENIASofficial In this video potential of ...,,https://i.ytimg.com/vi/HF6chXdxxks/hqdefault.jpg,2023-12-02 21:03:14.960769
ybvTFWKksvs,The EVs Queen,UCSY5DKFDXgzL0nu_BbBQYIw,1698429650.0,These are the effects of poor EV policy,These are the effects of poor EV policy Subscribe to The EVs Queen: ...,,https://i.ytimg.com/vi/ybvTFWKksvs/hqdefault.jpg,2023-12-02 21:03:15.542323
PwpuN9BFo7g,CNBC-TV18,UCmRbHAgG2k2vDUvb3xsEunQ,1698912343.0,Will Maintain EBITDA/scm At Current Levels: Indraprastha Gas | CNBC TV18,"Will end the year with volume of 9 mmscmd in FY24, says Kamal Kishore Chatiwal, MD, Indraprastha Gas. Tells Prashant Nair ...",,https://i.ytimg.com/vi/PwpuN9BFo7g/hqdefault.jpg,2023-12-02 21:03:15.542412
pL9KlbeEXeY,CNBC Awaaz.,UCQIycDaLsBpMKjOCeaKUYVg,1697796308.0,Delhi EV Policy Impact On Share Market | नए नियमों के बाद क्या बदलना चाहिए इन Stocks पर View?,Electric Vehicles | IGL Shares Fall By 10%| Delhi EV Policy Impact On Share Market | नए नियमों के बाद क्या ...,,https://i.ytimg.com/vi/pL9KlbeEXeY/hqdefault.jpg,2023-12-02 21:03:15.542451
Maf428LqQNY,News18 Punjab/Haryana/Himachal,UC-crZTQNRzZgzyighTKF0nQ,1686467833.0,Bikes ਤੇ ਗੱਡੀ ਖਰੀਦਣ ਤੋਂ ਪਹਿਲਾਂ Chandigarh ਨਿਵਾਸੀ ਸਾਵਧਾਨ ! | Non Electric Bikes Policy |News18 Punjab,Bikes ਤੇ ਗੱਡੀ ਖਰੀਦਣ ਤੋਂ ਪਹਿਲਾਂ Chandigarh ਨਿਵਾਸੀ ਸਾਵਧਾਨ ! | Non Electric Bikes Policy ...,,https://i.ytimg.com/vi/Maf428LqQNY/hqdefault.jpg,2023-12-02 21:03:15.542489
4g2o3zVOUVE,CNBC-TV18,UCmRbHAgG2k2vDUvb3xsEunQ,1682770500.0,Addressing The Gaps Of EV Policy &amp; Bringing Agri And Tech Together : Election Exchange | CNBC-TV18,"In this segment of Startup Street, startup founders speak on addressing the gaps of EV policy and bringing agri and tech space ...",,https://i.ytimg.com/vi/4g2o3zVOUVE/hqdefault.jpg,2023-12-02 21:03:15.542524
7SLVtMjgOl0,CNBC Awaaz.,UCQIycDaLsBpMKjOCeaKUYVg,1699483507.0,Government On EV: क्या Import Duty कम करने का सोच रही है सरकार? | Import Duty On EVs | CNBC Awaaz,Government On EV: क्या Import Duty कम करने का सोच रही है सरकार? | Import Duty On EVs | CNBC Awaaz ...,,https://i.ytimg.com/vi/7SLVtMjgOl0/hqdefault.jpg,2023-12-02 21:03:15.542560
IAXnSiM0_K0,DramaPur,UCAMRsZ1BPdoxDnrseG0n2kA,1682264263.0,Now 100% Electric Vehicles In Uttar Pradesh | New EV Policy | UP EV Policy #electricvehicles,In this video I have talked about UP govt's new policy for the fleet of electric vehicles in govt departments of UP. UP govt has set a ...,,https://i.ytimg.com/vi/IAXnSiM0_K0/hqdefault.jpg,2023-12-02 21:03:15.542594
hO8ywUdL_UU,RENEW TAMIL,UC1XluQcMhatdjPtJvod5TNA,1676404911.0,NEW TN EV POLICY 2023 | 8 KEY POINTS OF EV POLICY | RENEW TAMIL,ev2023 #electricscooter #electricvehicle TN EV POLICY 2023 https://twitter.com/Guidance_TN/status/1625404100413366278 ...,,https://i.ytimg.com/vi/hO8ywUdL_UU/hqdefault.jpg,2023-12-02 21:03:15.542628
ks8mxdBGjss,News18 Punjab/Haryana/Himachal,UC-crZTQNRzZgzyighTKF0nQ,1697650231.0,Chandigarh News | ਨਵੀਂ ਇਲੈਕਟ੍ਰਿਕ ਵਾਹਨ ਪਾਲਿਸੀ ਦਾ ਜ਼ਬਰਦਸਤ ਵਿਰੋਧ | AAP &amp; Congress Protest | N18V,Chandigarh News | ਨਵੀਂ ਇਲੈਕਟ੍ਰਿਕ ਵਾਹਨ ਪਾਲਿਸੀ ਦਾ ਜ਼ਬਰਦਸਤ ਵਿਰੋਧ | AAP & Congress ...,,https://i.ytimg.com/vi/ks8mxdBGjss/hqdefault.jpg,2023-12-02 21:03:15.542661
iBEgo0kpiQ4,TV9 Punjab-Himachal Pradesh-J&K,UCxwLw6m_jXsiY0AmVtY32DQ,1697731239.0,"Chandigarh: Electric Vehicle Policy लागू होने के बाद AAP, Congress और BJP के Protest के बाद कुछ राहत",चंडीगढ़ में इलेक्ट्रिक व्हीकल पॉलिसी ( Chandigarh Electric Vehicle Policy) पर विवाद ...,,https://i.ytimg.com/vi/iBEgo0kpiQ4/hqdefault.jpg,2023-12-02 21:03:15.542695
R-hrhJNh6hA,Cauvery News,UCiiNw0Tnqoe65x0Bl7KzP3Q,1676649631.0,தமிழ்நாட்டில் புதிய தொழில்நுட்பம்! Ev-இல் 1 டிரில்லியன் வாய்ப்பு! | Tamil Nadu Ev policy 2023,Tamil Nadu Ev policy 2023 | ev policy 2023 in tamil | ev budjet 2023 | TNERC #Evpolicy2023 #EVBudget #TNERC #cauverynews ...,,https://i.ytimg.com/vi/R-hrhJNh6hA/hqdefault.jpg,2023-12-02 21:03:15.542729
pRftPIpK8x4,Aaj Tak,UCt4t-jeY85JegMlZ-E5UWtA,1675687870.0,Electric Vehicles को लेकर क्या बोले Nitin Gadkari | Budget AajTak | Employment | EV | Aaj Tak News,गडकरी ने बताया कि हम लोग ग्रीन एक्सप्रेस वे हाईवे बना रहे हैं.,,https://i.ytimg.com/vi/pRftPIpK8x4/hqdefault.jpg,2023-12-02 21:03:15.542763
g--EU2fC810,DramaPur,UCAMRsZ1BPdoxDnrseG0n2kA,1676664563.0,Best Electric Vehicles Policy State In India | Top 5 States In EV Policy | Best EV Policy,In this video I have given the information regarding the top electric vehicles policy state wise. Climate trends have done an ...,,https://i.ytimg.com/vi/g--EU2fC810/hqdefault.jpg,2023-12-02 21:03:15.542795
Jz3jmV8RaaY,ANI News,UCtFQDgA8J8_iiwc5-KoAQlg,1677162728.0,Vehicle scrapping policy is key part of India’s green growth strategy: PM Modi,Vehicle scrapping policy is key part of India's green growth strategy: PM Modi #narendramodi #modi #latestnews Subscribe now ...,,https://i.ytimg.com/vi/Jz3jmV8RaaY/hqdefault.jpg,2023-12-02 21:03:15.542829
F_wPsf61KgM,News Nation,UCsNdeLwEZf86swPD3qJJ7Dw,1673620979.0,CNG kit Vs EV Conversion kit:  Electric Car Conversion Kits With Price | EV Hybrid Kit for Car,EVKit #EVConversionKit #EVConversionKitReview #electriccycleindia #electricbike #electricscooterthreewheeler ...,,https://i.ytimg.com/vi/F_wPsf61KgM/hqdefault.jpg,2023-12-02 21:03:15.542862
RJ4o2tRSRr0,CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,1681275998.0,Biden&#39;s EV push: EPA set to propose strict new auto pollution limits,"Hosted by Brian Sullivan, “Last Call” is a fast-paced, entertaining business show that explores the intersection of money, culture ...",,https://i.ytimg.com/vi/RJ4o2tRSRr0/hqdefault.jpg,2023-12-02 21:03:15.542897
6bTMAkd-EJc,The Wall Street Journal,UCK7tptUDHh-RYDsdxO1-5QQ,1676578484.0,The Tesla Competitor Dominating China’s EV Market | WSJ U.S. vs. China,"Elon Musk's Tesla is facing pressure in China from the country's top electric-vehicle company BYD, backed by Warren Buffett.",,https://i.ytimg.com/vi/6bTMAkd-EJc/hqdefault.jpg,2023-12-02 21:03:15.542930
RrdvzjDVLOU,Diwakar Rajan Online,UCESReFFQHzWjQqxRvYipFow,1676562249.0,"10,000 Rupees State Subsidy  - Fast Charging Station - EV Park at Chennai - TamilNadu EV Policy 2023",Tamilnadu EV Policy 2023 - In this video we will discuss about Tamilnadu EV policy 2023 . Key point such as Fast charging ...,,https://i.ytimg.com/vi/RrdvzjDVLOU/hqdefault.jpg,2023-12-02 21:03:15.542963
4F0bFaeUMuE,Daily Current Capsule,UCHFG-DCys7qqcwwUGOKRceg,1682325002.0,NEW ELECTRIC VEHICLE POLICY OF UP GOVERNMENT #currentaffairs #youtubeshorts #worldaffairs #ytshorts,NEW ELECTRIC VEHICLE POLICY OF UP GOVERNMENT #currentaffairs #youtubeshorts #worldaffairs #ytshorts In this short ...,,https://i.ytimg.com/vi/4F0bFaeUMuE/hqdefault.jpg,2023-12-02 21:03:15.542996
DWhY5yaeGMs,BFM 89.9,UCfNBfTwQNEEIuWcI5X1A0ig,1675184408.0,Is Malaysia Ready For Electric Vehicles?,"""I'm really interested in getting an electric vehicle, but what if I run out of power, and cannot find a charging station near me?",,https://i.ytimg.com/vi/DWhY5yaeGMs/hqdefault.jpg,2023-12-02 21:03:15.543030
